path	size_bytes	git_blob_oid	lfs_sha256	lfs_size_bytes
data/val/pack_the_student_bag/episode_22d273c4-3bee-4d1a-8873-3ca21b83d122/episode.fo.mcap	150022297	1985e2cac22339c659f388511e534c4415dda368	8dfec628bdb8146ae13248f81e8fc6c31ccf4518700624b4c096504a59f87916	150022297
data/val/pack_up_the_instrument_practice_props/episode_ed9685d6-e42b-44a8-8a1d-352488ed4bc0/episode.fo.mcap	91787720	b6b2d4ced499811928891fb59dce2810243a966a	479f31f3080a02a1ddbbddce587c17f93b1640102eeb77c580f502bb6046878e	91787720
data/val/place_and_organize_the_chips_bags_onto_the_shelf/episode_373eabc7-5d1e-4a49-878f-5a8fefed6f74/episode.fo.mcap	56416912	462c67710f2e3a05719a0d9f795085362ae318ec	ffa77d6a3824467c1572dd1178e2707cd47da03065cae82c4dd9a0bfc86fb1a0	56416912
data/val/place_and_organize_the_fake_fruits_in_the_fruit_bowl/episode_7067ee1f-371a-4956-bf25-25522babd0f7/episode.fo.mcap	6620888	33e7ca964eef953473edc5237a442a07311989e1	0f614e673b47e3cf21c4e4c177f6fe84075761a04210155d05889ded0f9498bc	6620888
data/val/place_and_organize_the_pasta_boxes_and_bags_onto_the_shelf/episode_c50f525d-aeca-4f24-b3a7-a675792840e5/episode.fo.mcap	17784092	3778d378784563d69b93d980123c460c2c531096	01b0c72ee6d7ace25d4ecd62e5446a09cdc5e94dcfc7ee77e3c6ab0913224b11	17784092
data/val/place_and_organize_the_stuffed_toys_onto_the_shelf/episode_c38173da-a486-47d4-a859-cde506ccb672/episode.fo.mcap	29091510	933425bb7ce0bead26554b1cce27f2220364754d	06fa04215b7ea7fdee560f1b970ae7e01b9301941c14111b7daae93d091ebd32	29091510
data/val/place_the_coffee_filter_in_the_dripper/episode_d1a409ed-e662-4bd4-8b00-4500fed7f07f/episode.fo.mcap	32386986	99d7ab06bbbb31d5135a1446506bc510ef3f680e	27a62ed9ebee8a42325906557ed6b2cea29a8ed8c0c83132aa00d3edd67a6a44	32386986
data/val/place_the_food_in_the_zip_top_bag_and_seal_the_zipper/episode_c691474f-63aa-4ae0-b913-2c62f1388e0f/episode.fo.mcap	29370551	9a8b3cb59fbe1844dc780d8fb738d3f52590cd17	aa926de209fd5269f1ca0afd7c0580636192773f58b3acf08f034bbc171fcdde	29370551
data/val/place_the_letter_into_the_envelope_and_seal_it/episode_eab39ed1-539c-48be-adbb-91754c18e884/episode.fo.mcap	140705449	d12a42ccd0af3fdfb2fa95b86ae99b6bf7c3ac11	5f578a5a3e6c78032ccff13ff246764d6010f43d202bad1bca2218d607b06ff4	140705449
data/val/place_the_plates_into_the_plastic_bin_on_the_countertop/episode_6751bfe7-9b70-4e81-85cf-f93be2929740/episode.fo.mcap	21446015	2224d48625d9f5a2685b802673365e41e9b92ccd	175419d05b85e9ea1d109acda8d1884429cfe231817640eab8f4011a31d5af24	21446015
data/val/place_the_t_shirt_on_the_hanger/episode_bcd51baf-c523-4e3b-944f-fd50d4ea963b/episode.fo.mcap	16820691	56f065b168f2e961e364f1e75712906eb7c09caa	bd059da73e8ade30cb61063120435e66b2e82c7d0e3c1b79039215460c0f5923	16820691
data/val/place_the_wine_glass_upside_down_on_the_wine_glass_rack/episode_9b4ab142-9dd4-491b-b383-ebf941988f97/episode.fo.mcap	70541126	b086ccbec496d524f3a68c7fdf7439c97f35c947	fbb1144968969ab961ac40c424907df8db81a716702e5b6b354105acf0b8b5ce	70541126
data/val/put_away_the_umbrella/episode_50fca024-3e12-4841-84c2-9c9b095d7b23/episode.fo.mcap	88134070	7e286603dad5b2283da166e7fa2d40edb0d3b558	7bec001d7986dadc709d5a5278a21536a8c652ef725c30567f6657a55493bab8	88134070
data/val/put_the_photo_into_the_frame/episode_7df33bd4-f1bc-443b-a3ec-032e8cf58155/episode.fo.mcap	127326823	1c21b93299d03914176c150c5a8f8365705042aa	7b8f6b44be4649ff66cc98e9291fa1b1089cfbabd9618b9a07383fd869e63cc8	127326823
data/val/put_the_screwdriver_in_the_bin/episode_02eb2789-4234-4d4c-984e-08872ed00c1d/episode.fo.mcap	3357259	41a7408c3d1b06df1fc3eb57436a943fe8cb6be8	f605f24fc0c3edee1549dd47a8934b48d68a700ee61fc93093e7815e0b058069	3357259
data/val/put_the_wine_bottle_on_the_wine_rack/episode_040cbc2d-8f2b-4965-9d89-071599c36f59/episode.fo.mcap	91910330	31a0f1423df57f29acc0fe246fef32aa38ce17f7	735327ef896110ad15abcb5d863d3c6c58d6067018a0899540b4c826aace64b7	91910330
data/val/remove_the_phone_from_the_phone_stand/episode_da3c148e-d480-47df-9fa0-2c94b7013fa6/episode.fo.mcap	42191594	dd0c1fab2a117b5efb6cdc868da43f4345ee49cc	65db5ab88986670f8bd7b51097f3737b70227804c7b16ed2b8948652a03c1090	42191594
data/val/remove_the_socks_clipped_to_the_hanger/episode_cfe85fb7-6b19-4fb8-8f88-e9d68d161436/episode.fo.mcap	38565762	e7276a29ef83ec58d7e612f1439ab5d6b8039d63	bd61dd60fc087b694a4d8dc690ab115f4a9cbfa66c73914452d38eb2b8cf88e8	38565762
data/val/roll_out_the_dumpling_wrappers_from_the_dough/episode_2e52777f-5602-4d70-9ec1-19b292991489/episode.fo.mcap	502346019	6b91949477aabe9aec3b7e3752b697c97a80b3af	a95b06ed86a9df65a7a2f10ed3d4b6443ab177cde995ef09912765fcb5817e03	502346019
data/val/screw_on_the_bottle_caps/episode_d8da080b-3735-42d1-b47d-cf6460bc9f12/episode.fo.mcap	156577238	8dd2981f650e3e3a8b311c035009d2495a962676	b7b707947a9a63369d88a621743fdf289f2e6595c62ab331f087eace181184e9	156577238
data/val/set_the_dinner_table_for_one_person/episode_9949ff89-e1f4-48f1-9bde-9039d97a1ace/episode.fo.mcap	26876164	b7ba704faec0c98e5b429340d57039395912ba8a	cbe17519b1ee6b6152f6e24c9f31fd5618cd750728cdaf6aefb5ad8523450eeb	26876164
data/val/sort_the_hair_cutting_tools/episode_f56133b0-06b8-4fbb-9383-b74c10e9411b/episode.fo.mcap	118727667	185de81d7c88992b360cd0e4b5b02e6ea36064db	247c1c58da60745cee14e8563ecac1ee8ca0955fc507d841aac6d758d53faa1d	118727667
data/val/sort_the_tools_into_containers/episode_bfb7dd87-f805-41d4-acdf-e055f0647dc1/episode.fo.mcap	22238916	41408ec57227482b1a03123ecf8135e9299a9142	82066d35e653273faf630b355c99839e3ca9b2fa6786f5d95a6f0ca8402a5acd	22238916
data/val/take_the_beverage_out_of_the_canvas_bag/episode_6a9d4cd6-9fca-404d-bb66-07ff8731197c/episode.fo.mcap	72273057	b3cd5785604adbdf8770cc8397e4ab65082cea4c	b4d264c8939ede1279ee2d5fdf72c8cdbc7fb86a54e868e4d41bfa47a5f688cd	72273057
data/val/take_the_phone_out_of_the_phone_case/episode_e25ebd62-c367-4ee6-910e-c83e64976286/episode.fo.mcap	80309044	620de66ffe75512328bc0f39c2c6966775b31f65	629a8bccb60e9deef6d2555ae005506e6392b7975d52a633d168f672168ace81	80309044
data/val/unload_the_batteries_from_the_remote_control/episode_8bc6e7e4-c9cc-4dd5-9b65-7d4903686bc7/episode.fo.mcap	125438242	d0884ef88456cb484c98e4664d42c05de694f2bd	8b8660192db7fe0128cb2d496e808ad1893f0b4048a839721b97cbc12dbb8279	125438242
data/val/unload_the_plates_from_the_dish_rack/episode_136b4439-cc85-458d-bb21-723d3a1cc563/episode.fo.mcap	27014723	73be2adbd26275c75373fc6f0180b81523cd3de8	d0b07d03a6bda00a52f18a6777cdc077173058727693c54b9f69794544e4751d	27014723
data/val/unscrew_the_bottle_caps/episode_0f0b1d3b-5edd-4ed5-ace6-4c8a47acb0c5/episode.fo.mcap	120836335	c69d97d367ad8a0d00ed2f641225e19bd79c939f	77f4c209e5b4f961d173c78bbb84960a7c1c9792b4e717898d93a75a33bf067c	120836335
data/val/wrap_the_cables/episode_dea0b2c4-20bd-4dd9-9557-ef1ecb38d7e3/episode.fo.mcap	61055035	63e7444ccdd823c87a7199c03bc98e13c1991ba0	ab941732895e9c65a79f881b18ce9474bfd88d996afd66ef8fa36b40421f4fda	61055035
